text,class,processed_tokens
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",ham,"['love', 'brother', 'time', 'talk', 'english', 'grin', 'say', 'hey', 'muhommad', 'penni', 'say', 'hello', 'across', 'sea']"
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,spam,"['tri', 'call', 'repli', 'sm', 'video', 'mobil', 'min', 'unlimit', 'text', 'free', 'camcord', 'repli', 'call']"
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",ham,"['hey', 'doc', 'pl', 'want', 'get', 'nice', 'shirt', 'hubbi', 'nice', 'fite', 'one', 'budget', 'lt', 'gt', 'k', 'help', 'pl', 'load', 'card', 'abi', 'hw', 'keep', 'post', 'luv', 'mj']"
I remain unconvinced that this isn't an elaborate test of my willpower,ham,"['remain', 'unconvinc', ""n't"", 'elabor', 'test', 'willpow']"
"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",ham,"['\\life', 'noth', 'wen', 'v', 'get', 'everything\\', ""''"", ""''"", 'life', 'everyth', 'wen', 'v', 'miss', 'someth', ""''"", 'real', 'valu', 'peopl', 'wil', 'realiz', 'absenc', '....', 'gud', 'mrng', ""''""]"
how are you? I miss you!,ham,['miss']
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,ham,"['ai', ""n't"", 'answerin', 'phone', 'actual', 'pretti', 'reason', 'hour', ""'m"", 'sleepi']"
"Hey , is * rite u put åÈ10 evey mnth is that all?",ham,"['hey', 'rite', 'u', 'put', 'åè10', 'evey', 'mnth']"
i am going to bed now prin,ham,"['go', 'bed', 'prin']"
I think just yourself Û_Thanks and see you tomo,ham,"['think', '\x89û_thank', 'see', 'tomo']"
If u dun drive then how i go 2 sch.,ham,"['u', 'dun', 'drive', 'go', 'sch']"
I not at home now lei...,ham,"['home', 'lei', '...']"
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,spam,"['gsoh', 'good', 'spam', 'ladi', 'u', 'could', 'b', 'male', 'gigolo', 'join', 'uk', ""'s"", 'fastest', 'grow', 'men', 'club', 'repli', 'oncal', 'mjzgroup', '08714342399.2stop', 'repli', 'stop', 'msg', 'å£1.50rcvd']"
Ok then i will come to ur home after half an hour,ham,"['ok', 'come', 'ur', 'home', 'half', 'hour']"
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam,"['u', 'secret', 'admir', 'look', 'make', 'contact', 'u-find', 'r', 'reveal', 'think', 'ur', 'special-c']"
Do u hav any frnd by name ashwini in ur college?,ham,"['u', 'hav', 'frnd', 'name', 'ashwini', 'ur', 'colleg']"
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,ham,"['ju', 'finish', 'lunch', 'way', 'home', 'lor', '...', 'tot', 'u', 'dun', 'wan', 'stay', 'sch', 'today', '...']"
K then 2marrow are you coming to class.,ham,"['k', '2marrow', 'come', 'class']"
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,"['hot', 'live', 'fantasi', 'call', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr9', '5wb', 'nation', 'rate', 'call']"
Pls send me your address sir.,ham,"['pl', 'send', 'address', 'sir']"
I want to lick your pussy now...,ham,"['want', 'lick', 'pussi', '...']"
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",ham,"['yo', 'gon', 'na', 'still', 'stock', 'tomorrow/today', ""'m"", 'tri', 'get', 'dubsack']"
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,spam,"['urgent', 'mobil', 'number', 'award', 'ukp', 'prize', 'guarant', 'call', 'landlin', 'claim', 'valid', '12hr', '150ppm']"
"I'll see, but prolly yeah",ham,"[""'ll"", 'see', 'prolli', 'yeah']"
Thought we could go out for dinner. I'll treat you! Seem ok?,ham,"['thought', 'could', 'go', 'dinner', ""'ll"", 'treat', 'seem', 'ok']"
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,ham,"['stand', 'away', ""n't"", 'heart', 'ach', 'without', ""n't"", 'wonder', ""n't"", 'crave']"
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham,"['sorri', 'never', 'hear', 'unless', 'book', 'one', 'kinda', 'joke', '--', 'thet', 'realli', 'look', 'skinni', 'white', 'girl', 'one', 'line', '--', 'much', 'camera', 'someth', 'like', ""'re"", 'cast', 'look']"
What you doing?how are you?,ham,[]
"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",ham,"['sure', 'thing', 'big', 'man', 'hockey', 'elect', 'shouldn\x89û÷t', 'go', 'longer', 'hour', 'though']"
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,ham,"['watch', 'lor', 'saw', 'swatch', 'one', 'thk', 'quit', 'ok.', 'ard', 'need', '2nd', 'opinion', 'leh', '...']"
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),ham,"['hiya', 'u', 'like', 'hlday', 'pic', 'look', 'horribl', 'took', 'mo', 'camp', 'amrca', 'thing', 'speak', 'soon', 'serena']"
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",ham,"['babe', 'goe', 'day', 'miss', 'alreadi', 'love', '...', 'love', 'kiss', '...', 'hope', 'everyth', 'goe', 'well']"
Yunny... I'm goin to be late,ham,"['yunni', '...', ""'m"", 'goin', 'late']"
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,ham,"['doc', 'prescrib', 'morphin', 'cau', 'pain', 'med', ""n't"", 'enough', 'wait', 'mom', 'bring', 'med', 'kick', 'fast', ""'m"", 'gon', 'na', 'tri', 'later']"
"Cool, want me to go to kappa or should I meet you outside mu",ham,"['cool', 'want', 'go', 'kappa', 'meet', 'outsid', 'mu']"
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",ham,"['hey', 'sexi', 'bun', 'told', 'ador', 'loverboy', 'hope', 'rememb', 'thank', 'sister', 'law', 'meatbal', 'grin', '...', 'love', 'babe']"
May b approve panalam...but it should have more posts..,ham,"['may', 'b', 'approv', 'panalam', '...', 'post', '..']"
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam,"['spjanuari', 'male', 'sale', 'hot', 'gay', 'chat', 'cheaper', 'call', 'nation', 'rate', '1.5p/min', 'cheap', '7.8p/min', 'peak', 'stop', 'text', 'call', '10p/min']"
"Sorry, I'll call later",ham,"['sorri', ""'ll"", 'call', 'later']"
I dont thnk its a wrong calling between us,ham,"['dont', 'thnk', 'wrong', 'call', 'u']"
Me i'm not workin. Once i get job...,ham,"[""'m"", 'workin', 'get', 'job', '...']"
And by when you're done I mean now,ham,"[""'re"", 'done', 'mean']"
\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,ham,"['\\it', 'ur', 'luck', 'love', 'someon', 'ur', 'fortun', 'love', 'one', 'love', 'u']"
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,ham,"['hi', 'babi', 'ive', 'got', 'back', 'work', 'want', 'see', 'u', 'allday', 'hope', 'didnt', 'piss', 'u', 'phone', 'today', 'u', 'give', 'call', 'xxx']"
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,"['freemsg', 'today', ""'s"", 'day', 'readi', ""'m"", 'horni', 'live', 'town', 'love', 'sex', 'fun', 'game', 'netcollex', 'ltd', '08700621170150p', 'per', 'msg', 'repli', 'stop', 'end']"
Is it your yahoo boys that bring in the perf? Or legal.,ham,"['yahoo', 'boy', 'bring', 'perf', 'legal']"
No need to say anything to me. I know i am an outsider,ham,"['need', 'say', 'anyth', 'know', 'outsid']"
have you ever had one foot before?,ham,"['ever', 'one', 'foot']"
Just got to  &lt;#&gt;,ham,"['got', 'lt', 'gt']"
"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",ham,"['good', 'don\x89û÷t', 'need', 'receipts\x89ûówel', 'done', '\x89û_', 'ye', 'plea', 'tell', 'what\x89û÷', 'number', 'could', 'ring']"
"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ham,"['ever', 'green', 'quot', 'ever', 'told', 'jerri', 'cartoon', '\\a', 'person', 'irrit', 'u', 'alway', 'one', 'love', 'u', 'vri', 'much', 'fail', 'express', '...', '..', 'gud', 'nyt', ""''""]"
Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,ham,"['leav', 'wif', 'lar', '...', 'ìï', 'wan', 'carri', 'meh', 'heavi', '...', 'da', 'num', 'familiar', 'ì_']"
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),ham,"['beauti', 'truth', 'express', 'face', 'could', 'seen', 'everyon', '...', 'depress', 'heart', 'could', 'understood', 'love', 'one', '..', 'gud', 'ni8']"
Infact happy new year. How are you where are you when are we seeing,ham,"['infact', 'happi', 'new', 'year', 'see']"
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",spam,"['simpson', 'movi', 'relea', 'juli', 'name', 'band', 'die', 'start', 'film', 'a-green', 'day', 'b-blue', 'day', 'c-red', 'day', 'send', 'b', 'c']"
That's a shame! Maybe cld meet for few hrs tomo?,ham,"[""'s"", 'shame', 'mayb', 'cld', 'meet', 'hr', 'tomo']"
Lol I would but despite these cramps I like being a girl.,ham,"['lol', 'would', 'despit', 'cramp', 'like', 'girl']"
I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,ham,"['canåõt', 'wait', 'cornwal', 'hope', 'tonight', 'isnåõt', 'bad', 'well', 'itåõ', 'rock', 'night', 'shite', 'anyway', 'iåõm', 'go', 'kip', 'good', 'night', 'speak', 'soon']"
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,ham,"['pl', 'help', 'tell', 'sura', ""'m"", 'expect', 'batteri', 'hont', 'pl', 'send', 'messag', 'download', 'movi', 'thank']"
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,spam,"['plea', 'call', 'amanda', 'regard', 'renew', 'upgrad', 'current', 't-mobil', 'handset', 'free', 'charg', 'offer', 'end', 'today', 'tel', 'subject', ""'s"", 'c', ""'s""]"
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",ham,"[""n't"", 'found', 'way', 'get', 'anoth', 'app', 'phone', 'eh', 'go', 'net', 'cafe', 'take', 'job', 'geeee', 'need', 'babe', 'crave', 'see', '...']"
I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,ham,"['work', 'mon', 'thur', 'sat', 'cant', 'leh', '...', 'book', 'liao', '...', 'day', 'u', 'free']"
ÌÏ comin to fetch us oredi...,ham,"['ìï', 'comin', 'fetch', 'u', 'oredi', '...']"
What's nannys address?,ham,"[""'s"", 'nanni', 'address']"
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam,"['urgent', 'costa', 'del', 'sol', 'holiday', 'å£5000', 'await', 'collect', 'call', 'toclaim', 'sae', 'tc', 'pobox334', 'stockport', 'sk38xh', 'costå£1.50/pm', 'max10min']"
Haf u eaten? Wat time u wan me 2 come?,ham,"['haf', 'u', 'eaten', 'wat', 'time', 'u', 'wan', 'come']"
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam,"['want', 'new', 'video', 'phone', 'anytim', 'network', 'min', 'half', 'price', 'line', 'rental', 'free', 'text', 'month', 'repli', 'call', 'free', 'deliveri']"
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",ham,"['yo', 'call', 'get', 'chanc', 'friend', 'mine', 'want', 'ask', 'big', 'order']"
This single single answers are we fighting? Plus i said am broke and you didnt reply,ham,"['singl', 'singl', 'answer', 'fight', 'plu', 'said', 'broke', 'didnt', 'repli']"
It certainly puts things into perspective when something like this happens,ham,"['certainli', 'put', 'thing', 'perspect', 'someth', 'like', 'happen']"
Now got tv 2 watch meh? U no work today?,ham,"['got', 'tv', 'watch', 'meh', 'u', 'work', 'today']"
i felt so...not any conveying reason.. Ese he... What about me?,ham,"['felt', '...', 'convey', 'reason', '..', 'ese', '...']"
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam,"['mobil', 'month', 'u', 'r', 'entitl', 'updat', 'latest', 'colour', 'mobil', 'camera', 'free', 'call', 'mobil', 'updat', 'co', 'free']"
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,ham,"[""'s"", 'go', 'got', 'excit', 'karaok', 'type', 'activ', 'plan', ""'m"", 'debat', 'whether', 'play', 'footbal', 'eve', 'feel', 'lazi', 'though']"
I told that am coming on wednesday.,ham,"['told', 'come', 'wednesday']"
"Its ok, called mom instead have fun",ham,"['ok', 'call', 'mom', 'instead', 'fun']"
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",spam,"['dear', 'voucher', 'holder', 'claim', 'week', 'offer', 'pc', 'plea', 'go', 'http', '//www.wtlp.co.uk/text', 't', 'c', 'appli']"
Well if I'm that desperate I'll just call armand again,ham,"['well', ""'m"", 'desper', ""'ll"", 'call', 'armand']"
Are you at work right now ?,ham,"['work', 'right']"
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,"['congrat', 'nokia', 'video', 'camera', 'phone', 'call', 'call', 'cost', '150ppm', 'ave', 'call', '3min', 'vari', 'mobil', '16+', 'close', 'post', 'bcm4284', 'ldn', 'wc1n3xx']"
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,ham,"[""n't"", 'heard', 'anyth', ""'s"", 'answer', 'text', ""'m"", 'guess', 'flake', 'said', 'jb', 'fantast']"
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham,"['mmmmmm', '...', 'love', 'much', 'ahmad', '...', 'ca', ""n't"", 'wait', 'year', 'begin', 'everi', 'second', 'take', 'closer', 'side', 'happi', 'new', 'year', 'love']"
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,ham,"['pl', ""'s"", 'full', 'name', 'joke', ""'s"", 'school', 'co', 'fee', 'univ', 'florida', 'seem', 'actual', 'lt', 'gt', 'k.', 'pl', 'holla', 'back']"
"Sorry, I'll call later",ham,"['sorri', ""'ll"", 'call', 'later']"
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ham,"['ok', '...', 'said', ""'ve"", 'got', 'wisdom', 'teeth', 'hidden', 'insid', 'n', 'mayb', 'need', 'remov']"
And pls pls drink plenty plenty water,ham,"['pl', 'pl', 'drink', 'plenti', 'plenti', 'water']"
How are you doing. How's the queen. Are you going for the royal wedding,ham,"[""'s"", 'queen', 'go', 'royal', 'wed']"
He's in lag. That's just the sad part but we keep in touch thanks to skype,ham,"[""'s"", 'lag', ""'s"", 'sad', 'part', 'keep', 'touch', 'thank', 'skype']"
Ok lor then we go tog lor...,ham,"['ok', 'lor', 'go', 'tog', 'lor', '...']"
Two teams waiting for some players,ham,"['two', 'team', 'wait', 'player']"
Can Ì_ send me a copy of da report?,ham,"['ì_', 'send', 'copi', 'da', 'report']"
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",ham,"['swhrt', 'u', 'dey', 'hope', 'ur', 'ok', 'tot', 'u', '2day.lov', 'n', 'miss.tak', 'care']"
"Ok da, i already planned. I wil pick you.",ham,"['ok', 'da', 'alreadi', 'plan', 'wil', 'pick']"
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",spam,"['urgent', 'plea', 'call', 'abta', 'complimentari', 'spanish', 'holiday', 'å£10,000', 'cash', 'await', 'collect', 'sae', 'c', 'box', 'po19', '2ez', '150ppm', '18+']"
"Sorry, I'll call later in meeting",ham,"['sorri', ""'ll"", 'call', 'later', 'meet']"
